Political Affiliation,tweet,Politician,Word Count,created_time,number of retweets,number of likes
Democrats,"My cousin and her husband gave me a ride home after our family’s Thanksgiving dinner tonight.

As I was getting out of the car, her husband, a union welder in Queens, says to me: “Bye! Have fun in DC! Make sure you tax Wall Street for us!” 😂",AOC,48,2018-11,8341,124005
Democrats,"Deeply shocked and saddened to hear of the passing of NY Sen. Jose Peralta last night. 

He was a beloved member of the community, and his years of service had a profound impact on Queens.

My heart is with his family at this difficult time.",AOC,45,2018-11,567,8663
Democrats,"Cognitive dissonance is Republican commentators stalking, doctoring, + editing my casual livestreams out of context in order to sow doubt in my intelligence, all while blindly supporting a man who thinks our greatest defense against forest fires is: A Rake
https://t.co/RsfyPT6rGy",AOC,41,2018-11,17512,85908
Democrats,Get ‘em! 💪🏽 https://t.co/xKZlGBlgyV,AOC,4,2018-11,1930,34454
Democrats,"Thank you, Yvette @ysimpsonpower! https://t.co/R5IKiCDlmv",AOC,5,2018-11,72,913
Democrats,"I was among the first to say that Lee is my ideal Speaker, because I so admire her progressive record, tenacity, and political courage.

But Rep. Lee is running for Caucus chair, and as long as she is, I will support her too.",AOC,43,2018-11,311,2923
Democrats,"In that same spirit and desire for new leadership, and to ensure that an ambitious, progressive, + intersectional agenda is championed at the highest levels of the party, I enthusiastically support @RepBarbaraLee to Chair the House Democratic Caucus.

https://t.co/KtvEfbPMBJ",AOC,39,2018-11,624,4231
Democrats,"There are many issues where the Leader and I disagree.

I was one of only 2 Dems (w/ @RoKhanna) to go on the record to call the proposed tax rule &amp; PAYGO a bad idea.

Yet, we need leadership to be more daring, not less. Her challengers are conservative.
https://t.co/eOkxvZCxPM",AOC,50,2018-11,741,5537
Democrats,@ElizabethBanks @KimothyJoy Thank you! 💜💜,AOC,5,2018-11,9,216
Democrats,"I hope that we can move swiftly to conclude this discussion about party positions, so that we can spend more time discussing party priorities: voting rights, healthcare, wages, climate change, housing, cannabis legalization, good jobs, etc.",AOC,36,2018-11,1220,11512
Democrats,"I agree that our party should, and must, evolve our leadership.

But changed leadership should reflect an actual, evolved mission; namely, an increased commitment to the middle + working class electorate that put us here.

Otherwise it’s a just new figure with the same problems.",AOC,45,2018-11,938,9525
Democrats,"All the challenges to Leader Pelosi are coming from her right, in an apparent effort to make the party even more conservative and bent toward corporate interests.

Hard pass. So long as Leader Pelosi remains the most progressive candidate for Speaker, she can count on my support. https://t.co/yNVa8IorWY",AOC,48,2018-11,8724,50063
Democrats,"This is what the Progressive movement is all about: having the political courage to stand up to private interests for the betterment of working people. 

Thank you @RepRoKhanna. https://t.co/PnFJVvcvFS",AOC,29,2018-11,1236,8454
Democrats,"From Minnesota to NYC, everyday people all over the country are organizing to resist Amazon’s predatory practices on working class communities.

And it’s working. ⬇️ https://t.co/AgrB43MOew",AOC,26,2018-11,666,5026
Democrats,Source: https://t.co/KU5pMNrihe,AOC,2,2018-11,409,2582
Democrats,"Here’s something actually worth airtime talking about:

Half of the jobs in America pay less than $18/hour. https://t.co/rBjNRQ9f52",AOC,18,2018-11,6432,29516
Democrats,"Just had such a fun experience. 

I was meeting a friend this evening and the back of house folks were super excited and wanted to say hello.

We quickly snuck back for a photo - they even let me see the truffle! 🍄

Have a great shift y’all! https://t.co/dvsGs0CX9q",AOC,49,2018-11,1573,23847
Democrats,🔥🔥🔥 https://t.co/GeyWqz6diI,AOC,2,2018-11,1292,12683
Democrats,"For those who need their jokes explained to them: surprise! This tweet thread is humorous! 

The 😂 emoji in the original tweet signals that humor is indicated in the statement. :)

(You know, because Lieberman killed the public option for healthcare and endorses Republicans)",AOC,44,2018-11,1335,20492
Democrats,@vazykov Yes,AOC,2,2018-11,39,1446
Democrats,For those asking who’s the other one: Lieberman (😂),AOC,9,2018-11,912,23087
Democrats,"Now that’s *TWO* fallen GOP Vice Pres candidates going after a freshman Congresswoman that’s not even sworn in yet. 

Isn’t it a little early to be bringing out the big guns? 

Especially when they look like the FWD:RE:FWD:WATCH THIS grandpa emails from the ‘08 election they lost https://t.co/TijjLgJ0MI",AOC,48,2018-11,18478,143176
Democrats,"Never did I switch, story stayed the same/
I did this on my own, I made this a lane

Mood
https://t.co/KpZzlzOue6",AOC,21,2018-11,1146,14330
Democrats,"I never had a problem showin' y'all the real me/
Hair when it's messed up, crib when it's filthy/
Way-before-the-deal me, work-to-pay-the-bills me/
'Fore I fixed my teeth, man, those comments used to kill me/
But never did I change, never been ashamed/",AOC,43,2018-11,5599,51134
Democrats,"While we‘re discussing personal finances: Trump’s tax dodges represent millions of dollars taken from schoolchildren, teachers, firehouses, senior centers &amp; more.

Strange that my normal, working class checking account attracts more attn than public theft.
https://t.co/SH4Jfo5zna",AOC,36,2018-11,25874,98788
Democrats,"The actual fear driving the attacks on my clothes, my checking account, my rent, isn’t that these folks are scared that I shouldn’t represent people in Congress.

It’s fear that they’ve allowed their riches, their privilege, + their bias to put them to a point where they can’t.",AOC,48,2018-11,20454,128725
Democrats,"My dad died when I was 18, my mom scrubbed toilets + drove drove schoolbuses, I bartended to help her, and still won a Congressional primary at 28.

I’ll take my family over a fat bank account any day, and my experience makes me a better legislator.

I am the people I work for. https://t.co/NMWGeUIwNS",AOC,55,2018-11,37910,258575
Democrats,"Team Ocasio spent this morning with @FeedingNYC having fun &amp; packing over 6,000 Thanksgiving meals for families in ALL 5 boroughs! 👯‍♀️👯‍♂️

Our trucks for Queens &amp; Bronx families just went out. 

Feeding NYC started after 9/11 w/ 70 families. Now thousands of people are involved! https://t.co/KZJL9Q7K27",AOC,47,2018-11,4818,34754
Democrats,"Thank you! Great &amp; wide-ranging conversation tonight with @chrislhayes on #inners.

Continue to be inspired by @staceyabrams’ fight for Georgia as well! https://t.co/wFvoy4tAol",AOC,23,2018-11,449,4545
Democrats,"(For those pointing out that these are tweets, the source image originated on @facebook &amp; is spreading to other platforms: https://t.co/cSd00Di8RL)",AOC,21,2018-11,350,2286
Democrats,"^^ also to mention that this isn’t an issue confined to FB - @Twitter struggles with hate speech + fake accounts as well. Whenever a major news event pops up, I see farms of fake accounts that rise up to influence discourse + spread disinformation.

We need to get it together.",AOC,51,2018-11,917,8137
Democrats,@RashidaTlaib @IlhanMN 💪🏽💜,AOC,3,2018-11,22,472
Democrats,"That the right is mobilizing fake quotes, conspiracies + outright hatred, particularly on Congresswomen of color, shows how vapid they are on actual issues.

The racism allowed towards Ilhan + others is completely unacceptable. @Facebook has clearly lost control of their product. https://t.co/vqRaM3iAjX",AOC,43,2018-11,6408,26543
Democrats,"I will never forget that one of the first recurring donations to my campaign was $1/month from a dishwasher in New Jersey.

Working people have always been the core of this movement, and that is why we fight so fiercely on the issues.

Thank you for empowering me do so. 🚛💙 https://t.co/ZghbMrgByb",AOC,52,2018-11,4319,37918
Democrats,"Lucy McBath is a hero. 

After losing her son to gun violence, she ran for Congress against her NRA incumbent. She was previously a flight attendant. Lucy was outspent 5-1, but she kept running with her conviction.

She won. Flipped GA-06 in a major upset. No one saw her coming. https://t.co/txWhV2j52A",AOC,51,2018-11,10043,67179
Democrats,"Ah yes, God forbid a diverse, working-class district (that more accurately represents modern America) actually have equal say in our democracy as your weird uncle with questionable racial beliefs who shares fake conspiracy memes on Facebook. https://t.co/1W6aUzDX7l",AOC,37,2018-11,20260,128854
Democrats,The kids are alright 💜 https://t.co/P2BmsSJQVQ,AOC,6,2018-11,895,12257
Democrats,@dianelyssa Ok you got it,AOC,5,2018-11,34,4162
Democrats,"Love for Teamsters, love for labor, love for the working class 💜 https://t.co/0j7gmwf4ix",AOC,13,2018-11,696,8263
Democrats,Real-time*,AOC,1,2018-11,290,9054
Democrats,"Maybe instead of Republicans drooling over every minute of footage of me in slow-mo, waiting to chop up word slips that I correct in real-tomd, they actually step up enough to make the argument they want to make: 

that they don’t believe people deserve a right to healthcare. https://t.co/fMOijEa7tF",AOC,49,2018-11,7135,51629
Democrats,"Thank you for your leadership, @JaredHuffman! 

Your expertise, experience, and courage to take on fossil fuels is exactly what a Select Committee on a #GreenNewDeal needs.

@sunrisemvmt - add one more champion to the list!

&amp; THANK YOU to ALL voters communicating w/ your reps! https://t.co/Uz5P5DIwyi",AOC,46,2018-11,363,2561
Democrats,"While I would disagree with your complaint that Americans get too much vacation time (we work some of the longest hours of any dev country &amp; have no Fed required paid leave), 

I am willing to compromise by eliminating Columbus Day to give Election Day off.

See? I can be pliant. https://t.co/NITFcBSmxw",AOC,52,2018-11,17528,129045
Democrats,@anildash @kenjilopezalt 🤗,AOC,3,2018-11,1,546
Democrats,@anildash @kenjilopezalt I just made masala last week and it came out great! I used this recipe: https://t.co/r4EFWQfw0F,AOC,18,2018-11,40,1013
Democrats,@DrShaena Thank you! Looks amazing.,AOC,5,2018-11,2,126
Democrats,"Ok y’all, I need your help finding really good instant pot recipes for our IG Live conversations.

Can you post your favorite recipes below? ⬇️ 

All meals, cuisines, and dietary choices welcome. They just need to be GOOD, don’t put me onto things with no flavor ✋🏽",AOC,47,2018-11,1813,25965
Democrats,@Astro_Anthony Oh you know I will,AOC,6,2018-11,95,2412
Democrats,How is Columbus Day a holiday but Election Day not?,AOC,10,2018-11,45544,265594
Democrats,The revolution doesn’t wait for business casual 💁🏽‍♀️👷🏻‍♀️👨🏿‍🏫 https://t.co/zmk9fs0FIA,AOC,9,2018-11,4896,53409
Democrats,"Representation matters.

Little girls everywhere are watching, from the Bronx and beyond.

Thank you to @TheRealDaytime for highlighting @AyannaPressley, @IlhanMN, @RashidaTlaib &amp; myself this week.

💜⬇️ https://t.co/5xzkYJVQ0X",AOC,27,2018-11,1043,7109
